Application Name;Application Version;Application Publisher;Application Uninstall
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\049005\AppData\Local\Temp\is-IM00S.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\049007\AppData\Local\Temp\is-2MKBD.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\049012\AppData\Local\Temp\is-SME4C.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\049032\AppData\Local\Temp\is-137EG.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\049032\AppData\Local\Temp\is-UR1PH.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\049113\AppData\Local\Temp\is-KF490.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\ADMINI~1.DT-\AppData\Local\Temp\is-DT3OR.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\avodnar\AppData\Local\Temp\is-B9UM9.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\cardio\AppData\Local\Temp\is-8V08O.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\cardio\AppData\Local\Temp\is-T81QB.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CARDIO~1.000\AppData\Local\Temp\is-DRAK7.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CARDIO~1.001\AppData\Local\Temp\is-OGRLK.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CARDIO~1.002\AppData\Local\Temp\is-HT1B9.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CARDIO~1.002\AppData\Local\Temp\is-RLANM.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CARDIO~1.004\AppData\Local\Temp\is-KA01V.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CARDIO~1.007\AppData\Local\Temp\is-9VQB3.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CARDIO~1.019\AppData\Local\Temp\is-BKMAB.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CARDIO~1.023\AppData\Local\Temp\is-MTO0P.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CARDIO~1\AppData\Local\Temp\is-2DGUK.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CARDIO~1\AppData\Local\Temp\is-42KRT.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CARDIO~1\AppData\Local\Temp\is-880HQ.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CARDIO~1\AppData\Local\Temp\is-HISNN.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CARDIO~1\AppData\Local\Temp\is-L23B2.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CARDIO~1\AppData\Local\Temp\is-LV5B2.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CARDIO~1\AppData\Local\Temp\is-TJR5Q.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CHAD2H~1.000\AppData\Local\Temp\is-HCO4G.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CHAD2H~1\AppData\Local\Temp\is-8F6B5.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CHAD2SC\AppData\Local\Temp\is-6G0CS.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CHAD2SC\AppData\Local\Temp\is-C0D8E.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CHAD2SC\AppData\Local\Temp\is-DFJM5.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CHAD2SC\AppData\Local\Temp\is-N4COQ.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\CMURAT~1.000\AppData\Local\Temp\is-HMQVM.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\cwallays\AppData\Local\Temp\is-41P4G.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\Cwallays\AppData\Local\Temp\is-JI25Q.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\cwallays\AppData\Local\Temp\is-K5DLP.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\fcrozier\AppData\Local\Temp\is-EHBCP.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\fcrozier\AppData\Local\Temp\is-NPST9.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\fvassas\AppData\Local\Temp\is-C9706.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\Hemato\AppData\Local\Temp\is-1D6TQ.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\hemato\AppData\Local\Temp\is-EUCL8.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\HEMATO\AppData\Local\Temp\is-F4B0E.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\IARWID~1\AppData\Local\Temp\is-KBI84.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\ICONTE~1.ADC\AppData\Local\Temp\is-GP0U5.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\JMBROG~1\AppData\Local\Temp\is-SGVKA.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\jmmichel\AppData\Local\Temp\is-SF27F.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\JTOURN~1\AppData\Local\Temp\is-GLCIP.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\lstanciu\AppData\Local\Temp\is-E0JGR.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\massenat\AppData\Local\Temp\is-LAETA.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\massenat\AppData\Local\Temp\is-QM415.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\mferrah\AppData\Local\Temp\is-1S7JS.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\MFERRAH\AppData\Local\Temp\is-7L8N8.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\mferrah\AppData\Local\Temp\is-DV7JA.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\PVENIS~1\AppData\Local\Temp\is-2P4C0.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\TEMP\AppData\Local\Temp\is-3RIB9.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\TEMPAD~1.002\AppData\Local\Temp\is-26JVT.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\URGENF~1.000\AppData\Local\Temp\is-0CISR.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\URGENF~1.001\AppData\Local\Temp\is-MM0QS.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\URGENF~1.002\AppData\Local\Temp\is-2CCEL.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\URGENF~1.002\AppData\Local\Temp\is-TL9HV.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\URGENF~1.ADC\AppData\Local\Temp\is-HVT53.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\ybodiou\AppData\Local\Temp\is-8KIE8.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\ybodiou\AppData\Local\Temp\is-DADIL.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\ybodiou\AppData\Local\Temp\is-G2KG6.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\ybodiou\AppData\Local\Temp\is-G5Q97.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\ybodiou\AppData\Local\Temp\is-HENNC.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
Pyxvital_1.40.13_install version 1.40.13;1.40.13;NGI Healthcare IT;"""C:\Users\ybodiou\AppData\Local\Temp\is-P3O2N.tmp\Pyxvital_1.40.13_install\unins000.exe"" /SILENT"
QlikView;9.0.7119.4;QlikTech International AB;MsiExec.exe /qn /norestart /X{1FA1648E-7C1F-4710-AC6E-550B91F44DE7}
QlikView x64;10.00.9731.9;QlikTech International AB;MsiExec.exe /qn /norestart /X{F319934C-1C5E-4B89-9A8E-DDF1C54A040E}
QlikView x64;11.20.11643.0;QlikTech International AB;MsiExec.exe /qn /norestart /X{1ED3B75E-BED2-4863-9763-098DE00590B3}
Quark Update;1.0.0.0;Nom de votre société;MsiExec.exe /qn /norestart /X{82154114-943B-4A6F-9B20-073C9573E93E}
QuarkXPress;9.0.1.0;Quark Inc.;MsiExec.exe /qn /norestart /X{CE949716-2A5A-40F2-BA31-54CE71B37FE5}
QuickTime;;;"""C:\windows\unvise32qt.exe"" C:\windows\system32\QuickTime\Uninstall.log"
QuickTime;7.0.4;Apple Computer, Inc.;"""C:\PROGRA~1\COMMON~1\INSTAL~1\Driver\11\INTEL3~1\IDriver.exe"" /M{929408E6-D265-4174-805F-81D1D914E2A4} /l1036"
QuickTime;7.0.4;Apple Computer, Inc.;"""C:\PROGRA~2\COMMON~1\INSTAL~1\Driver\11\INTEL3~1\IDriver.exe"" /M{929408E6-D265-4174-805F-81D1D914E2A4} /l1036"
QuickTime;7.1.5.120;Apple Computer, Inc.;MsiExec.exe /qn /norestart /X{5E863175-E85D-44A6-8968-82507D34AE7F}
QuickTime;7.66.71.0;Apple Inc.;MsiExec.exe /qn /norestart /X{28BE306E-5DA6-4F9C-BDB0-DBA3C8C6FFFD}
QuickTime 7;7.79.80.95;Apple Inc.;MsiExec.exe /qn /norestart /X{FF59BD75-466A-4D5A-AD23-AAD87C5FD44C}
QuizzBox;5.19.0.0;QuizzBox Solutions;MsiExec.exe /qn /norestart /X{2178C6D1-7EC4-45FD-B68E-4C80C76CDA2A}
QvPluginSetup;11.20.12577.0;QlikTech International AB;MsiExec.exe /qn /norestart /X{9E76F605-758C-46D2-84B9-E645A9E1D165}
R.PC.R;1.0.0;Tuttnauer;MsiExec.exe /qn /norestart /X{E4E64AC0-7963-44F8-9668-769AB3643E12}
RadiAnt DICOM Viewer (64-bit);4.2.1.17555;Medixant;"""C:\Program Files\RadiAntViewer64bit\uninstall.exe"" /S"
RadiAnt DICOM Viewer (64-bit);4.6.5.18450;Medixant;"""C:\Program Files\RadiAntViewer64bit\uninstall.exe"" /S"
RadiAnt DICOM Viewer (64-bit);4.6.9.18463;Medixant;"""C:\Program Files\RadiAntViewer64bit\uninstall.exe"" /S"
RadiAnt DICOM Viewer (64-bit);5.0.0.21906;Medixant;"""C:\Program Files\RadiAntViewer64bit\uninstall.exe"" /S"
RadiAnt DICOM Viewer (64-bit) (only current user);4.2.1.17555;Medixant;"""C:\Users\ybodiou\AppData\Local\RadiAntViewer64bit\uninstall.exe"" /S"
RadiAnt DICOM Viewer (64-bit) (only current user);4.6.5.18450;Medixant;"""C:\Users\fcrozier\AppData\Local\RadiAntViewer64bit\uninstall.exe"" /S"
RadiAnt DICOM Viewer (64-bit) (only current user);4.6.9.18463;Medixant;"""C:\Users\047723\AppData\Local\RadiAntViewer64bit\uninstall.exe"" /S"
RadiAnt DICOM Viewer (64-bit) (only current user);4.6.9.18463;Medixant;"""C:\Users\CHAA3N\AppData\Local\RadiAntViewer64bit\uninstall.exe"" /S"
RadiAnt DICOM Viewer (64-bit) (only current user);4.6.9.18463;Medixant;"""C:\Users\CHAB3N\AppData\Local\RadiAntViewer64bit\uninstall.exe"" /S"
RadiAnt DICOM Viewer (64-bit) (only current user);4.6.9.18463;Medixant;"""C:\Users\Cwallays\AppData\Local\RadiAntViewer64bit\uninstall.exe"" /S"
RadiAnt DICOM Viewer (64-bit) (only current user);4.6.9.18463;Medixant;"""C:\Users\shaupert\AppData\Local\RadiAntViewer64bit\uninstall.exe"" /S"
RadiAnt DICOM Viewer (64-bit) (only current user);5.0.0.21906;Medixant;"""C:\Users\048571\AppData\Local\RadiAntViewer64bit\uninstall.exe"" /S"
Ralink RT3592 802.11a/b/g/n 2x2 WiFi Adapter;5.0.45.0;Mediatek;"""C:\Program Files\InstallShield Installation Information\{8FC4F1DD-F7FD-4766-804D-3C8FF1D309AF}\setup.exe"" -runfromtemp -l0x040c -removeonly"
RAPID Atlas;4.0.1;Given Imaging Ltd;"""C:\Program Files (x86)\InstallShield Installation Information\{4199409B-6B27-42D6-A4D9-A34921ECB4B5}\setup.exe"" -runfromtemp -l0x0409 -removeonly"
RAPID Reader 8;80.34.8518.1;Given Imaging Ltd;"""C:\Program Files (x86)\InstallShield Installation Information\{8F3D2207-4128-4A1B-A30B-AE170BF43CD8}\setup.exe"" -runfromtemp -l0x0409 -removeonly"
RapidBoot HDD Accelerator;1.1.1.1;Lenovo;"""C:\Program Files (x86)\Lenovo\RapidBoot HDD Accelerator\Uninstall.exe"""
Realtek Card Reader;10.0.10586.21287;Realtek Semiconduct Corp.;"""C:\windows\RtCRU64.exe"" /u"
Realtek Card Reader;10.0.14393.21296;Realtek Semiconductor Corp.;"""C:\windows\RtCRU64.exe"" /u"
Realtek Card Reader;10.0.14393.29093;Realtek Semiconductor Corp.;"""C:\Windows\RtCRU32.exe"" /u"
Realtek Card Reader;10.0.14393.31228;Realtek Semiconductor Corp.;"""C:\windows\RtCRU64.exe"" /u"
Realtek Card Reader;10.0.14393.31233;Realtek Semiconductor Corp.;"""C:\windows\RtCRU64.exe"" /u"
Realtek Card Reader;10.0.370.95;Realtek Semiconductor Corp.;"""C:\Program Files (x86)\InstallShield Installation Information\{5BC2B5AB-80DE-4E83-B8CF-426902051D0A}\setup.exe"" -runfromtemp  -removeonly"
Realtek Card Reader;6.3.273.43;Realtek Semiconductor Corp.;"""C:\Program Files\InstallShield Installation Information\{5BC2B5AB-80DE-4E83-B8CF-426902051D0A}\setup.exe"" -runfromtemp -removeonly"
Realtek Card Reader;6.3.273.49;Realtek Semiconductor Corp.;"""C:\Program Files\InstallShield Installation Information\{5BC2B5AB-80DE-4E83-B8CF-426902051D0A}\setup.exe"" -runfromtemp -removeonly"
Realtek Ethernet Controller All-In-One Windows Driver;7.50.1123.2011;Realtek;"""C:\Program Files (x86)\InstallShield Installation Information\{F7E7F0CB-AA41-4D5A-B6F2-8E6738EB063F}\Setup.exe"" -runfromtemp -removeonly"
Realtek Ethernet Controller All-In-One Windows Driver;7.67.1226.2012;Realtek;"""C:\Program Files (x86)\InstallShield Installation Information\{F7E7F0CB-AA41-4D5A-B6F2-8E6738EB063F}\setup.exe"" -runfromtemp -removeonly"
Realtek Ethernet Controller All-In-One Windows Driver;7.67.1226.2012;Realtek;"""C:\Program Files\InstallShield Installation Information\{F7E7F0CB-AA41-4D5A-B6F2-8E6738EB063F}\Setup.exe"" -runfromtemp -removeonly"
Realtek Ethernet Controller Driver;7.48.823.2011;Realtek;"""C:\Program Files\InstallShield Installation Information\{8833FFB6-5B0C-4764-81AA-06DFEED9A476}\setup.exe"" -runfromtemp -removeonly"
Realtek Ethernet Controller Driver;7.72.410.2013;Realtek;"""C:\Program Files (x86)\InstallShield Installation Information\{8833FFB6-5B0C-4764-81AA-06DFEED9A476}\setup.exe"" -runfromtemp -removeonly"
Realtek Ethernet Controller Driver;7.73.618.2013;Realtek;"""C:\Program Files\InstallShield Installation Information\{8833FFB6-5B0C-4764-81AA-06DFEED9A476}\setup.exe"" -runfromtemp -removeonly"
Realtek Ethernet Controller Driver;7.83.328.2014;Realtek;"""C:\Program Files\InstallShield Installation Information\{8833FFB6-5B0C-4764-81AA-06DFEED9A476}\setup.exe"" -runfromtemp -removeonly"
Realtek Ethernet Controller Driver;7.94.723.2015;Realtek;"""C:\Program Files (x86)\InstallShield Installation Information\{8833FFB6-5B0C-4764-81AA-06DFEED9A476}\Setup.exe"" -runfromtemp -removeonly"
Realtek Ethernet Controller Driver;8.40.723.2015;Realtek;"""C:\Program Files (x86)\InstallShield Installation Information\{8833FFB6-5B0C-4764-81AA-06DFEED9A476}\setup.exe"" -runfromtemp -removeonly"
Realtek High Definition Audio Driver;6.0.1.6383;Realtek Semiconductor Corp.;"""C:\Program Files\Realtek\Audio\HDA\RtlUpd.exe"" -r -m -nrg2709"
Realtek High Definition Audio Driver;6.0.1.6383;Realtek Semiconductor Corp.;"""C:\Program Files\Realtek\Audio\HDA\RtlUpd64.exe"" -r -m -nrg2709"
Realtek High Definition Audio Driver;6.0.1.6602;Realtek Semiconductor Corp.;"""C:\Program Files\Realtek\Audio\HDA\RtlUpd64.exe"" -r -m -nrg2709"
Realtek High Definition Audio Driver;6.0.1.6602;Realtek Semiconductor Corp.;"RunDll32 C:\PROGRA~2\COMMON~1\INSTAL~1\PROFES~1\RunTime\11\50\Intel32\Ctor.dll,LaunchSetup ""C:\Program Files (x86)\InstallShield Installation Information\{F132AF7F-7BCA-4EDE-8A7C-958108FE7DBC}\Setup.exe""  -removeonly"
Realtek High Definition Audio Driver;6.0.1.6662;Realtek Semiconductor Corp.;"RunDll32 C:\PROGRA~1\COMMON~1\INSTAL~1\PROFES~1\RunTime\11\50\Intel32\Ctor.dll,LaunchSetup ""C:\Program Files\InstallShield Installation Information\{F132AF7F-7BCA-4EDE-8A7C-958108FE7DBC}\Setup.exe""  -removeonly"
Realtek High Definition Audio Driver;6.0.1.6662;Realtek Semiconductor Corp.;"RunDll32 C:\PROGRA~2\COMMON~1\INSTAL~1\PROFES~1\RunTime\11\50\Intel32\Ctor.dll,LaunchSetup ""C:\Program Files (x86)\InstallShield Installation Information\{F132AF7F-7BCA-4EDE-8A7C-958108FE7DBC}\Setup.exe""  -removeonly"
Realtek High Definition Audio Driver;6.0.1.7116;Realtek Semiconductor Corp.;"RunDll32 C:\PROGRA~2\COMMON~1\INSTAL~1\PROFES~1\RunTime\11\50\Intel32\Ctor.dll,LaunchSetup ""C:\Program Files (x86)\InstallShield Installation Information\{F132AF7F-7BCA-4EDE-8A7C-958108FE7DBC}\Setup.exe""  -removeonly"
Realtek High Definition Audio Driver;6.0.1.7225;Realtek Semiconductor Corp.;"RunDll32 C:\PROGRA~1\COMMON~1\INSTAL~1\PROFES~1\RunTime\11\50\Intel32\Ctor.dll,LaunchSetup ""C:\Program Files\InstallShield Installation Information\{F132AF7F-7BCA-4EDE-8A7C-958108FE7DBC}\Setup.exe""  -removeonly"
Realtek High Definition Audio Driver;6.0.1.7383;Realtek Semiconductor Corp.;"""C:\Program Files\InstallShield Installation Information\{F132AF7F-7BCA-4EDE-8A7C-958108FE7DBC}\Setup.exe"" -runfromtemp  -removeonly"
Realtek High Definition Audio Driver;6.0.1.7543;Realtek Semiconductor Corp.;"""C:\Program Files\Realtek\Audio\HDA\RtlUpd64.exe"" -r -m -nrg2709"
Realtek High Definition Audio Driver;6.0.1.7989;Realtek Semiconductor Corp.;"""C:\Program Files\Realtek\Audio\HDA\RtlUpd64.exe"" -r -m -nrg2709"
Realtek High Definition Audio Driver;6.0.1.8036;Realtek Semiconductor Corp.;"""C:\Program Files\Realtek\Audio\HDA\RtlUpd64.exe"" -r -m -nrg2709"
Realtek High Definition Audio Driver;6.0.1.8287;Realtek Semiconductor Corp.;"""C:\Program Files\Realtek\Audio\HDA\RtlUpd64.exe"" -r -m -nrg2709"
Realtek PCIE Card Reader;6.1.7601.29005;Realtek Semiconductor Corp.;"""C:\Program Files (x86)\InstallShield Installation Information\{C1594429-8296-4652-BF54-9DBE4932A44C}\setup.exe"" -runfromtemp -removeonly"
Realtek USB 2.0 Card Reader;6.1.7600.30102;Realtek Semiconductor Corp.;"""C:\Program Files\InstallShield Installation Information\{96AE7E41-E34E-47D0-AC07-1091A8127911}\setup.exe"" -runfromtemp -l0x040c -removeonly"
REALTEK Wireless LAN Driver;1.00.0218.1;;"""C:\Program Files (x86)\InstallShield Installation Information\{B63CCD1C-A133-4DF8-8306-DA0387231152}\Install.exe"" -uninst -l0x40C"
Reflux Software 6.0;6.00.0000;Nom de votre société;"""C:\Program Files (x86)\InstallShield Installation Information\{EA9CC90C-7DD8-4635-9DC6-B84E358C98D9}\setup.exe"" -runfromtemp -l0x040c  -removeonly"
Renesas Electronics USB 3.0 Host Controller Driver;2.0.4.0;Renesas Electronics Corporation;"""C:\Program Files (x86)\InstallShield Installation Information\{5442DAB8-7177-49E1-8B22-09A049EA5996}\setup.exe"" -runfromtemp -l0x040c  -removeonly"
Renesas Electronics USB 3.0 Host Controller Driver;2.1.28.0;Renesas Electronics Corporation;"""C:\Program Files (x86)\InstallShield Installation Information\{5442DAB8-7177-49E1-8B22-09A049EA5996}\setup.exe"" -runfromtemp -l0x040c  -removeonly"
Renesas Electronics USB 3.0 Host Controller Driver;2.1.36.0;Renesas Electronics Corporation;"""C:\Program Files\InstallShield Installation Information\{5442DAB8-7177-49E1-8B22-09A049EA5996}\setup.exe"" -runfromtemp -l0x040c  -removeonly"
